"","Game","Genre","Year","Month","Earnings","Players","Tournaments","Rank","Hours_watched","Hours_Streamed","Peak_viewers","Peak_channels","Streamers","Avg_viewers","Avg_channels","Avg_viewer_ratio"
"627","Guild Wars 2","Role-Playing Game",2016,5,1e+05,98,2,84,332588,22354,3789,78,2526,447,30,14.88
"628","Guild Wars 2","Role-Playing Game",2016,6,1e+05,24,1,93,276999,19418,6577,65,2087,385,27,14.27
"629","Halo 5: Guardians","First-Person Shooter",2016,1,85502.63,66,15,31,1846844,83204,40639,259,14525,2485,111,22.2
"630","Halo 5: Guardians","First-Person Shooter",2016,2,143750,80,4,36,1846839,77447,40968,271,12903,2657,111,23.85
"631","Halo 5: Guardians","First-Person Shooter",2016,3,2504265.8,75,2,35,1788888,79923,93722,289,13584,2407,107,22.38
"632","Halo 5: Guardians","First-Person Shooter",2016,5,7971.6,12,1,49,1088940,72193,24978,249,12666,1465,97,15.08
"633","Halo 5: Guardians","First-Person Shooter",2016,7,293000,49,3,45,1066136,77334,23661,282,16016,1434,104,13.79
"634","Halo 5: Guardians","First-Person Shooter",2016,10,53750,51,6,48,854603,50190,16198,150,8162,1150,67,17.03
"635","Halo 5: Guardians","First-Person Shooter",2016,11,106000,37,3,58,758729,45969,9339,171,6608,1055,63,16.51
"636","Halo 5: Guardians","First-Person Shooter",2016,12,217000,32,2,59,963772,56677,36940,185,1941,1297,76,17
"637","Halo 5: Guardians","First-Person Shooter",2017,1,52000,45,3,56,1080741,62357,25935,189,9863,1454,83,17.33
"638","Halo 5: Guardians","First-Person Shooter",2017,2,46000,36,3,52,985993,53988,9320,181,8190,1469,80,18.26
"639","Halo 5: Guardians","First-Person Shooter",2017,3,1050000,52,2,41,1647199,53677,65207,161,6258,2216,72,30.69
"640","Halo 5: Guardians","First-Person Shooter",2017,5,75000,50,1,63,805816,44449,20555,143,6730,1084,59,18.13
"641","Halo 5: Guardians","First-Person Shooter",2017,6,50000,33,1,77,552549,43159,8332,143,6784,768,60,12.8
"642","Halo 5: Guardians","First-Person Shooter",2017,7,2e+05,57,1,87,587069,48299,18878,156,7212,790,65,12.15
"643","Halo 5: Guardians","First-Person Shooter",2017,9,75000,54,2,102,412741,29753,5685,106,4273,574,41,13.87
"644","Halo 5: Guardians","First-Person Shooter",2017,10,2e+05,48,1,102,458739,27666,14906,89,4162,617,37,16.58
"645","Halo 5: Guardians","First-Person Shooter",2018,1,2250,16,3,104,527262,33107,128338,109,4636,709,44,15.93
"646","Halo 5: Guardians","First-Person Shooter",2018,2,81500,55,6,100,488225,31582,19016,124,4057,727,47,15.46
"647","Halo 5: Guardians","First-Person Shooter",2018,3,105000,39,5,109,431124,29699,12696,99,4789,580,39,14.52
"648","Halo 5: Guardians","First-Person Shooter",2018,4,1e+06,64,1,99,554647,30020,56692,97,5028,771,41,18.48
"649","Halo 5: Guardians","First-Person Shooter",2018,7,250000,32,1,148,401709,32785,13919,110,5198,540,44,12.25
"650","Halo 5: Guardians","First-Person Shooter",2018,8,135000,20,1,163,290420,33641,2216,124,5012,390,45,8.63
"651","Halo 5: Guardians","First-Person Shooter",2018,11,3e+05,48,1,166,314924,18667,33163,72,3148,438,25,16.87
"652","Hearthstone","Collectible Card Game",2016,1,302580.64,93,9,4,39936159,235903,131357,517,36170,53749,317,169.29
"653","Hearthstone","Collectible Card Game",2016,2,136660.22,81,16,4,39982412,200632,117067,498,29785,57528,288,199.28
"654","Hearthstone","Collectible Card Game",2016,3,308347.01,64,10,4,39270352,208497,250667,464,29672,52853,280,188.35
"655","Hearthstone","Collectible Card Game",2016,4,29898.58,52,7,4,41457117,229985,280643,1220,33921,57659,319,180.26
"656","Hearthstone","Collectible Card Game",2016,5,224682.21,101,17,2,49474945,232247,154779,615,36024,66588,312,213.03
"657","Hearthstone","Collectible Card Game",2016,6,305946.24,64,12,4,35460014,185031,139821,452,26446,49318,257,191.64
"658","Hearthstone","Collectible Card Game",2016,7,192870.13,90,11,4,31656051,164588,148537,372,24532,42605,221,192.34
"659","Hearthstone","Collectible Card Game",2016,8,127879.57,64,8,3,35713094,172547,108194,414,24739,48066,232,206.98
"660","Hearthstone","Collectible Card Game",2016,9,260290.8,78,10,2,33618619,165899,119151,380,24349,46757,230,202.65
"661","Hearthstone","Collectible Card Game",2016,10,170465.17,63,11,2,35799234,168565,192995,381,23322,48182,226,212.38
"662","Hearthstone","Collectible Card Game",2016,11,1107696.94,63,9,2,41273855,181727,331248,405,23170,57404,252,227.12
"663","Hearthstone","Collectible Card Game",2016,12,287807.95,93,14,2,50374964,207578,226842,691,11857,67799,279,242.68
"664","Hearthstone","Collectible Card Game",2017,1,526650.14,116,15,4,37651061,179394,97854,415,24800,50674,241,209.88
"665","Hearthstone","Collectible Card Game",2017,2,80730.29,41,10,3,33345362,149527,142596,368,19906,49695,222,223.01
"666","Hearthstone","Collectible Card Game",2017,3,422424.53,69,7,2,38782039,169481,241636,387,18841,52196,228,228.83
"667","Hearthstone","Collectible Card Game",2017,4,128320.05,100,11,2,53390683,222096,277440,843,26529,74256,308,240.39
"668","Hearthstone","Collectible Card Game",2017,5,265317.42,56,8,3,39409029,183267,127946,418,25786,53040,246,215.04
"669","Hearthstone","Collectible Card Game",2017,6,82579.63,70,9,4,28109979,146305,86315,337,20548,39095,203,192.13
"670","Hearthstone","Collectible Card Game",2017,7,357510.65,90,10,4,27058958,162367,141493,352,21973,36418,218,166.65
"671","Hearthstone","Collectible Card Game",2017,8,347849.16,210,8,4,43216654,223822,212440,785,30196,58165,301,193.08
"672","Hearthstone","Collectible Card Game",2017,9,95702.47,79,8,3,38277477,185610,127786,408,24288,53237,258,206.23
"673","Hearthstone","Collectible Card Game",2017,10,299704.49,84,11,3,33234073,176326,202918,442,22526,44729,237,188.48
"674","Hearthstone","Collectible Card Game",2017,11,184390.21,96,13,4,27488520,187988,135561,403,23373,38231,261,146.22
"675","Hearthstone","Collectible Card Game",2017,12,685444.05,98,12,3,42788719,275070,201846,1538,35232,57589,370,155.56
"676","Hearthstone","Collectible Card Game",2018,1,1109486.78,76,11,5,35066069,240711,286606,487,31766,47195,323,145.68
"677","Hearthstone","Collectible Card Game",2018,2,78830,67,8,7,27966290,190562,89010,446,26634,41678,283,146.76
"678","Hearthstone","Collectible Card Game",2018,3,429551.43,152,16,8,28074224,189812,149880,399,26716,37784,255,147.91
"679","Hearthstone","Collectible Card Game",2018,4,67825.8,79,12,4,43002088,265242,309090,2277,37164,59808,368,162.12
"680","Hearthstone","Collectible Card Game",2018,5,403727.52,243,13,6,33731225,203153,95676,483,27186,45398,273,166.04
"681","Hearthstone","Collectible Card Game",2018,6,703628.83,143,20,6,27629483,172087,101753,417,22763,38427,239,160.56
"682","Hearthstone","Collectible Card Game",2018,7,332801.74,107,11,6,27860407,177948,115029,367,23172,37497,239,156.56
"683","Hearthstone","Collectible Card Game",2018,8,51130.88,74,9,6,37810708,233110,251577,1932,30887,50889,313,162.2
"684","Hearthstone","Collectible Card Game",2018,9,385865.99,244,10,8,24201284,156904,80211,385,20633,33659,218,154.24
"685","Hearthstone","Collectible Card Game",2018,10,527738,90,7,9,22217280,157677,82400,494,19632,29902,212,140.9
"686","Hearthstone","Collectible Card Game",2018,11,432515.3,213,6,10,18915131,146158,96121,317,19968,26307,203,129.42
"687","Hearthstone","Collectible Card Game",2018,12,194750,64,9,5,31137256,189076,205322,1181,25679,41907,254,164.68
"688","Hearthstone","Collectible Card Game",2019,1,349000,214,5,7,24477856,172747,92702,365,21526,32944,232,141.7
"689","Hearthstone","Collectible Card Game",2019,2,42291.32,28,5,10,13694403,125334,58328,292,15298,20408,186,109.26
"690","Hearthstone","Collectible Card Game",2019,3,500197.18,58,6,11,15989926,132239,107496,289,15942,21520,177,120.92
"691","Hearthstone","Collectible Card Game",2019,4,1007307.32,24,2,5,34381371,195599,278075,1572,25124,47818,272,175.77
"692","Hearthstone","Collectible Card Game",2019,5,18191.24,22,3,9,24588335,172703,86318,541,21818,33093,232,142.37
"693","Hearthstone","Collectible Card Game",2019,6,513420,127,5,11,20975309,130206,109393,379,16294,29172,181,161.09
"694","Hearthstone","Collectible Card Game",2019,7,226000,51,4,14,11309165,96917,70561,250,11514,15220,130,116.69
"695","Hearthstone","Collectible Card Game",2019,8,528540,175,3,12,21542434,123139,112249,905,15433,28993,165,174.94
"696","Hearthstone","Collectible Card Game",2019,9,26106.11,26,3,12,16646994,98984,64916,323,11793,23152,137,168.18
"697","Hearthstone","Collectible Card Game",2019,10,686500,170,4,14,14077580,96349,75525,290,10887,18946,129,146.11
"698","Hearthstone","Collectible Card Game",2019,11,8e+05,23,2,10,26372825,167754,97122,542,17606,36679,233,157.21
"699","Hearthstone","Collectible Card Game",2019,12,78868.8,72,2,7,26159827,174544,114139,983,18693,35208,234,149.88
"700","Hearthstone","Collectible Card Game",2020,2,504891.56,132,3,10,19173902,135829,81234,339,12881,27588,195,141.16
"701","Hearthstone","Collectible Card Game",2020,3,505100,144,3,10,23909476,175493,108476,433,17509,32179,236,136.24
"702","Hearthstone","Collectible Card Game",2020,4,208287.69,63,10,11,29294664,252286,159643,1313,20427,40743,350,116.12
"703","Hearthstone","Collectible Card Game",2020,5,80550,52,4,14,22611511,206674,66948,483,15434,30432,278,109.41
"704","Hearthstone","Collectible Card Game",2020,6,513000,127,3,15,20047047,162887,126693,419,12361,27881,226,123.07
"705","Hearthstone","Collectible Card Game",2020,7,507391.36,116,3,12,21672730,167083,72440,363,12587,29169,224,129.71
"706","Hearthstone","Collectible Card Game",2020,8,401750,87,11,14,25341485,190670,115789,941,14666,34106,256,132.91
"707","Hearthstone","Collectible Card Game",2020,9,508046.21,112,4,15,20863959,172801,86009,527,13477,29018,240,120.74
"708","Hearthstone","Collectible Card Game",2020,10,510836,42,4,16,24271349,190063,142885,492,14247,32666,255,127.7
"709","Hearthstone","Collectible Card Game",2020,12,537380,23,4,16,25720299,195280,84878,480,14402,34616,262,131.71
"710","Hearthstone","Collectible Card Game",2021,1,1000,4,1,17,24208283,203848,71807,502,15518,32581,274,118.76
"711","Hearthstone","Collectible Card Game",2021,3,250000,99,1,17,22340994,196721,99762,1003,15772,30068,264,113.57
"712","Hearthstone","Collectible Card Game",2021,4,194378.41,51,10,16,23090076,205813,81936,544,16526,32114,286,112.19
"713","Hearthstone","Collectible Card Game",2021,5,507677.51,147,14,18,22281591,181250,88763,568,13566,29988,243,122.93
"714","Hearthstone","Collectible Card Game",2021,6,250000,120,1,19,16276838,143893,58014,407,10873,22638,200,113.12
"715","Hearthstone","Collectible Card Game",2021,7,10000,16,1,19,18547791,146028,70432,351,11032,24963,196,127.02
"716","Hearthstone","Collectible Card Game",2021,8,271000,150,4,13,23392208,172623,137976,756,12654,31483,232,135.51
"717","Hearthstone","Collectible Card Game",2021,10,254836,131,2,16,19705900,151526,101280,764,11772,26522,203,130.05
"718","Hearthstone","Collectible Card Game",2021,11,250000,123,1,21,17118229,129869,55211,362,9527,23808,180,131.81
"719","Hearthstone","Collectible Card Game",2021,12,5e+05,8,1,18,20191997,140621,74749,530,9780,27176,189,143.59
"720","Heroes of Newerth","Multiplayer Online Battle Arena",2016,1,35853.1,43,3,93,369714,10696,2372,33,831,497,14,34.57
"721","Heroes of Newerth","Multiplayer Online Battle Arena",2016,2,15904.77,24,3,91,315481,10172,2281,32,760,453,14,31.01
"722","Heroes of Newerth","Multiplayer Online Battle Arena",2016,3,2058.27,20,2,102,261899,10099,1708,31,700,352,13,25.93
"723","Heroes of Newerth","Multiplayer Online Battle Arena",2016,4,8188.76,15,4,87,322794,10034,2826,33,683,448,13,32.17
"724","Heroes of Newerth","Multiplayer Online Battle Arena",2016,5,8489.85,35,2,105,240462,8777,2195,29,641,323,11,27.4
"725","Heroes of Newerth","Multiplayer Online Battle Arena",2016,6,141723.36,40,1,108,213595,7638,4492,23,547,297,10,27.96
"726","Heroes of Newerth","Multiplayer Online Battle Arena",2016,7,3585.02,0,1,162,198183,7095,3945,22,516,266,9,27.93
"727","Heroes of Newerth","Multiplayer Online Battle Arena",2016,8,10153.72,8,3,143,179101,7262,3822,23,538,241,9,24.66
"728","Heroes of Newerth","Multiplayer Online Battle Arena",2016,9,4619.84,8,2,144,148372,6482,1052,21,514,206,9,22.89
"729","Heroes of Newerth","Multiplayer Online Battle Arena",2016,10,4627.23,9,2,169,157110,6849,1381,25,492,211,9,22.94
"730","Heroes of Newerth","Multiplayer Online Battle Arena",2016,12,11229.63,30,1,154,186578,7425,1339,24,176,251,9,25.13
"731","Heroes of Newerth","Multiplayer Online Battle Arena",2017,4,116516.16,20,1,110,320140,8162,2730,30,482,445,11,39.22
"732","Heroes of Newerth","Multiplayer Online Battle Arena",2017,6,530.45,0,1,137,222863,6984,870,25,541,309,9,31.91
"733","Heroes of Newerth","Multiplayer Online Battle Arena",2018,4,64039.12,15,1,178,221554,8987,1867,28,710,308,12,24.65
"734","Heroes of the Storm","Multiplayer Online Battle Arena",2016,1,201829.09,113,13,24,3024529,102977,34216,268,12972,4070,138,29.37
"735","Heroes of the Storm","Multiplayer Online Battle Arena",2016,2,130000,75,3,20,3206091,98591,37268,256,12483,4613,141,32.52
"736","Heroes of the Storm","Multiplayer Online Battle Arena",2016,3,376101.21,171,10,22,3611612,104476,43138,258,12413,4860,140,34.57
"737","Heroes of the Storm","Multiplayer Online Battle Arena",2016,4,611038,105,6,16,4015871,111131,45892,325,12612,5585,154,36.14
"738","Heroes of the Storm","Multiplayer Online Battle Arena",2016,5,406226.8,163,9,28,2950737,82744,26765,250,11183,3971,111,35.66
"739","Heroes of the Storm","Multiplayer Online Battle Arena",2016,6,772400,119,3,19,3558694,71934,54295,211,8209,4949,100,49.47
"740","Heroes of the Storm","Multiplayer Online Battle Arena",2016,7,133192,91,3,22,2744681,67138,21192,162,7570,3694,90,40.88
"741","Heroes of the Storm","Multiplayer Online Battle Arena",2016,8,328520,110,3,22,2622883,67006,21186,171,7376,3530,90,39.14
"742","Heroes of the Storm","Multiplayer Online Battle Arena",2016,9,135836,70,4,24,2465351,65022,13484,180,7130,3428,90,37.92
"743","Heroes of the Storm","Multiplayer Online Battle Arena",2016,10,267606,125,5,21,3292642,78121,41122,192,8043,4431,105,42.15
"744","Heroes of the Storm","Multiplayer Online Battle Arena",2016,11,1000400,70,3,21,4201429,111077,86526,362,13519,5843,154,37.82
"745","Heroes of the Storm","Multiplayer Online Battle Arena",2016,12,3e+05,40,1,19,4437304,110852,22624,253,3609,5972,149,40.03
"746","Heroes of the Storm","Multiplayer Online Battle Arena",2017,1,82080,28,1,17,5488695,111925,32608,253,11915,7387,150,49.04
"747","Heroes of the Storm","Multiplayer Online Battle Arena",2017,2,30800,58,3,17,5671110,108782,42144,299,12179,8451,162,52.13
"748","Heroes of the Storm","Multiplayer Online Battle Arena",2017,3,237891.35,80,3,21,4766619,113655,41781,270,10014,6415,152,41.94
"749","Heroes of the Storm","Multiplayer Online Battle Arena",2017,4,26095.3,55,3,15,5810758,138327,126179,718,15250,8081,192,42.01
"750","Heroes of the Storm","Multiplayer Online Battle Arena",2017,5,1502538.9,204,7,9,10386926,264633,63509,703,36453,13979,356,39.25
"751","Heroes of the Storm","Multiplayer Online Battle Arena",2017,6,250000,60,1,12,7514421,151088,63642,387,18376,10451,210,49.74
"752","Heroes of the Storm","Multiplayer Online Battle Arena",2017,7,257039,118,6,10,6056462,134515,24523,287,14874,8151,181,45.02
"753","Heroes of the Storm","Multiplayer Online Battle Arena",2017,8,200083.27,81,4,11,5158911,124747,38237,276,13678,6943,167,41.35
"754","Heroes of the Storm","Multiplayer Online Battle Arena",2017,9,241921.72,114,7,14,5422111,135503,29333,301,14140,7541,188,40.01
"755","Heroes of the Storm","Multiplayer Online Battle Arena",2017,10,1275000,120,3,20,4542296,129883,32701,295,13638,6113,174,34.97
"756","Heroes of the Storm","Multiplayer Online Battle Arena",2017,11,1041000,161,2,21,4703380,131400,67844,301,13956,6541,182,35.79
"757","Heroes of the Storm","Multiplayer Online Battle Arena",2017,12,3e+05,40,1,23,4088807,135259,17821,305,13788,5503,182,30.23
"758","Heroes of the Storm","Multiplayer Online Battle Arena",2018,2,281207.26,64,3,15,4527128,128692,32456,330,13493,6746,191,35.18
"759","Heroes of the Storm","Multiplayer Online Battle Arena",2018,3,202986.3,80,3,19,5337993,138729,48779,314,13757,7184,186,38.48
"760","Heroes of the Storm","Multiplayer Online Battle Arena",2018,4,1509144,185,6,15,5618801,134943,32153,304,14453,7814,187,41.64
"761","Heroes of the Storm","Multiplayer Online Battle Arena",2018,5,65563,81,5,27,3682649,139938,27139,303,14526,4956,188,26.32
"762","Heroes of the Storm","Multiplayer Online Battle Arena",2018,6,250000,60,1,16,8765697,144847,74026,333,15134,12191,201,60.52
"763","Heroes of the Storm","Multiplayer Online Battle Arena",2018,7,201506.4,44,1,13,8319565,161148,40790,341,15698,11197,216,51.63
"764","Heroes of the Storm","Multiplayer Online Battle Arena",2018,8,270692,201,6,19,5673050,130827,61037,299,13432,7635,176,43.36
"765","Heroes of the Storm","Multiplayer Online Battle Arena",2018,9,1071180.8,149,6,25,4867110,120568,32096,275,11735,6769,167,40.37
"766","Heroes of the Storm","Multiplayer Online Battle Arena",2018,10,425000,40,1,25,4652083,126220,50214,279,12537,6261,169,36.86
"767","Heroes of the Storm","Multiplayer Online Battle Arena",2018,11,1e+06,60,2,24,6225014,134495,64502,321,13741,8657,187,46.28
"768","Heroes of the Storm","Multiplayer Online Battle Arena",2019,1,47075,30,3,53,2035372,86637,8582,205,8619,2739,116,23.49
"769","Heroes of the Storm","Multiplayer Online Battle Arena",2019,2,5000,20,1,61,1365645,61239,7977,166,6176,2035,91,22.3
"770","Heroes of the Storm","Multiplayer Online Battle Arena",2019,3,2932,21,2,51,1891924,73064,13775,190,6726,2546,98,25.89
"771","Heroes of the Storm","Multiplayer Online Battle Arena",2019,4,24295.24,10,2,53,1801826,78625,16873,194,7331,2506,109,22.92
"772","Heroes of the Storm","Multiplayer Online Battle Arena",2019,5,1750,18,2,56,1920252,83520,22708,190,7766,2584,112,22.99
"773","Heroes of the Storm","Multiplayer Online Battle Arena",2019,6,83998,52,3,68,1524084,75526,5418,167,7016,2119,105,20.18
"774","Heroes of the Storm","Multiplayer Online Battle Arena",2019,7,25110.15,55,4,56,1411416,66368,6160,140,6015,1899,89,21.27
"775","Heroes of the Storm","Multiplayer Online Battle Arena",2019,8,11984.72,75,3,69,1309385,71271,9463,167,6504,1762,95,18.37
"776","Heroes of the Storm","Multiplayer Online Battle Arena",2019,9,83217,21,4,74,1089912,55318,5319,131,5333,1515,76,19.7
"777","Heroes of the Storm","Multiplayer Online Battle Arena",2019,10,20696.74,50,4,56,1605442,63274,21966,151,5534,2160,85,25.37
"778","Heroes of the Storm","Multiplayer Online Battle Arena",2019,12,10856.07,10,1,58,1944765,70203,26111,166,6501,2617,94,27.7
"779","Heroes of the Storm","Multiplayer Online Battle Arena",2020,3,5395,24,2,63,1813029,73306,7514,180,6535,2440,98,24.73
"780","Heroes of the Storm","Multiplayer Online Battle Arena",2020,8,300,10,1,76,2127267,79462,14071,190,5543,2863,106,26.77
"781","Heroes of the Storm","Multiplayer Online Battle Arena",2020,9,1050,15,1,76,1943502,83245,6948,201,5942,2703,115,23.35
"782","Heroes of the Storm","Multiplayer Online Battle Arena",2021,1,41779,48,1,94,1839363,81736,12897,208,5807,2475,110,22.5
"783","Heroes of the Storm","Multiplayer Online Battle Arena",2021,7,44745,48,1,109,1591849,61140,9992,148,4241,2142,82,26.04
"784","Hyper Scape","Multiplayer Online Battle Arena",2020,7,200600,123,2,19,14271361,345105,456629,2136,60778,19207,464,41.35
"785","Hyper Scape","Multiplayer Online Battle Arena",2020,8,98400,180,2,47,4149273,284614,124014,1796,47132,5584,383,14.58
"786","Injustice 2","Fighting Game",2017,5,24160,10,2,22,3433121,67609,64375,947,14341,4620,90,50.78
"787","Injustice 2","Fighting Game",2017,6,24240,11,2,43,1240285,37287,38376,134,9066,1725,51,33.26
